,age,workclass,education,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,over50k
25694,24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,10, Greece, <=50K
25695,49, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
25696,25, Private, Some-college, Separated, Priv-house-serv, Other-relative, White, Female,0,0,30, El-Salvador, <=50K
25697,66, ?, HS-grad, Married-civ-spouse, ?, Husband, Black, Male,0,0,40, United-States, <=50K
25698,29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
25699,22, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
25700,57, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25701,41, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1741,40, United-States, <=50K
25702,29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25703,20, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
25704,47, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
25705,22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, <=50K
25706,59, Self-emp-inc, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
25707,42, State-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
25708,64, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
25709,29, Federal-gov, HS-grad, Married-spouse-absent, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
25710,25, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
25711,62, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
25712,44, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,10520,0,45, United-States, >50K
25713,21, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
25714,60, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
25715,46, Private, 10th, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, <=50K
25716,44, Federal-gov, Bachelors, Divorced, Tech-support, Not-in-family, White, Male,0,2258,40, United-States, >50K
25717,21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,19, United-States, <=50K
25718,18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,18, United-States, <=50K
25719,39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,5013,0,32, United-States, <=50K
25720,33, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
25721,63, Private, 1st-4th, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
25722,52, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,52, United-States, >50K
25723,17, Private, 9th, Never-married, Sales, Own-child, Black, Male,0,0,22, United-States, <=50K
25724,45, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1485,50, United-States, >50K
25725,31, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
25726,35, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
25727,31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
25728,51, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25729,48, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
25730,28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25731,38, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Columbia, <=50K
25732,43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25733,30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
25734,24, Private, 12th, Never-married, Sales, Other-relative, White, Male,0,0,55, United-States, <=50K
25735,46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
25736,50, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
25737,22, Private, HS-grad, Separated, Other-service, Other-relative, White, Male,0,0,35, United-States, <=50K
25738,18, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15, United-States, <=50K
25739,53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
25740,40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States, >50K
25741,36, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
25742,32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States, >50K
25743,39, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,12, United-States, <=50K
25744,46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
25745,26, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,42, United-States, <=50K
25746,19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
25747,24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
25748,28, Private, Masters, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
25749,25, Local-gov, Masters, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
25750,44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25751,38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
25752,42, State-gov, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
25753,28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
25754,47, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,60, United-States, >50K
25755,46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3411,0,35, Guatemala, <=50K
25756,21, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
25757,19, ?, HS-grad, Never-married, ?, Own-child, Black, Female,0,0,25, United-States, <=50K
25758,35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
25759,26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25760,21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
25761,67, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
25762,54, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
25763,26, Private, Masters, Never-married, Tech-support, Other-relative, White, Male,0,0,25, United-States, <=50K
25764,51, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
25765,27, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
25766,39, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
25767,32, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,48, United-States, >50K
25768,52, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25769,21, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
25770,27, Local-gov, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,38, United-States, <=50K
25771,46, Private, 7th-8th, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
25772,42, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
25773,79, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, >50K
25774,50, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
25775,19, ?, HS-grad, Never-married, ?, Own-child, Black, Female,0,0,20, United-States, <=50K
25776,43, Federal-gov, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,2174,0,40, United-States, <=50K
25777,51, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
25778,45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,50, United-States, >50K
25779,65, Private, HS-grad, Separated, Protective-serv, Not-in-family, White, Male,991,0,20, United-States, <=50K
25780,66, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,5, United-States, >50K
25781,36, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
25782,26, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,36, United-States, <=50K
25783,28, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,50, United-States, <=50K
25784,39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
25785,43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
25786,20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
25787,29, Private, Some-college, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
25788,32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1848,50, United-States, >50K
25789,44, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,3325,0,40, United-States, <=50K
25790,18, ?, Some-college, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25791,60, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
25792,34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
25793,60, Private, HS-grad, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
25794,38, Private, 11th, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
25795,29, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25796,41, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,1408,40, United-States, <=50K
25797,49, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
25798,37, Private, 5th-6th, Separated, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
25799,37, Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female,0,2559,60, United-States, >50K
25800,43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, United-States, >50K
25801,41, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,4650,0,55, United-States, <=50K
25802,19, Private, 9th, Never-married, Craft-repair, Other-relative, White, Male,0,0,60, United-States, <=50K
25803,29, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
25804,40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States, <=50K
25805,53, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25806,27, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
25807,44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, England, >50K
25808,29, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, White, Female,0,0,38, United-States, <=50K
25809,25, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Mexico, <=50K
25810,38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
25811,48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
25812,18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
25813,50, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,1408,50, United-States, <=50K
25814,37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
25815,48, Private, Bachelors, Widowed, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
25816,50, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,32, United-States, <=50K
25817,74, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,6767,0,6, United-States, <=50K
25818,24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
25819,34, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
25820,19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
25821,39, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
25822,40, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
25823,30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25824,27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25825,23, ?, 9th, Divorced, ?, Not-in-family, White, Female,0,0,35, United-States, <=50K
25826,46, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
25827,24, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K
25828,18, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
25829,50, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
25830,42, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25831,42, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
25832,37, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,3471,0,40, United-States, <=50K
25833,57, Private, Some-college, Widowed, Tech-support, Not-in-family, White, Female,0,0,16, United-States, <=50K
25834,27, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
25835,31, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
